6E1703,800688
CZ6334,7808BD
FU6614,781174
VJ521,88813B
5J288,758324
CZ3906,780B72
IA114,728669
Y71021,42411D
UB17,7041C3
DP854,42436C
FD3115,880447
SQ978,76CEC3
DD8319,881059
KY8242,78106A
S24602,8001E6
FD409,880849
TG466,885103
VN267,888091
MU2208,79A022
BT9802,502CCE
EK238,89644E
CZ8472,780625
HX6652,780A43
FD3245,880C45
XQ9171,4BCCBA
UO1647,780A73
DE490,3C6466
OZ117,71C267
KC406,4850A7
SU1121,155BB9
SU2417,424366
9W309,800707
MS738,0100DD
JL588,851C64
KE123,71C026
EY74,8964C1
VJ692,8880C1
MU5411,780652
TK2254,4BA9A8
CZ6884,78130B
CZ6529,7803B1
QF128,7C4836
HU7829,7811F5
MH2522,75020F
6E727,800467
VN1266,888052
GJ8911,780F06
KZ5129,846A5B
MU2186,7804B9
6E708,800BEB
KL873,4851B1
LJ57,71C017
WY675,70C0A6
EY9872,896441
DD7520,881047
MU5006,781104
BK2748,781181
5J854,758228
QR228,06A023
KN5211,780D62
CZ6001,780FD4
NH687,86D2CC
MF8636,7BB139
CA1611,7809A7
TO3302,3964F3
CZ3352,79A00B
MF819,780358
ZH9215,7805E1
TW9129,71C047
WY153,70C0DC
NH598,86E4AD
G9515,896412
GK618,846DC8
KC218,4844AD
VN7264,888098
AK137,75029C
AI644,80057B
SU1312,424319
HD36,841E00
UK902,800B25
LX154,4B1881
7G90,841442
JD5570,780EC6
GF62,894075
JL544,862CC8
IX435,8003F2
MH763,7502B0
KA275,780183
FZ814,8963BC
XY36,42415A
KA891,78012E
WY131,70C0EF
EK9837,896171
9W267,800660
MU5310,780B2C
JD5302,780DF1
KE2710,71BD33
KE631,71C002
CZ8336,780AF5
QF62,7C531D
UT368,4242AD
9W369,8001CD
BR119,8990B2
CA1460,780254
GS7611,780E9D
FU6555,7812AA
JH328,842208
IX332,8003F0
EK528,89630C
G9127,896466
UH250,4B9696
NQ8475,86D9CA
J4637,60009D
TK968,4BA9AC
TG472,880041
WY335,70C054
EK44,89639E
AF566,3965A4
DE216,503DB0
SV1265,710081
LY386,73806D
MF8034,781110
R3756,4249B8
SV570,7100B0
VJ219,4B9902
ZO4050,736835
MU2088,7805BF
MS656,010090
SC4912,781171
JL786,8621EA
S71023,424582
KE2728,71BF66
GF910,894065
WY341,70C0C8
CZ3762,780773
JL286,86EF84
ZH9627,780FD1
EY236,8961E9
CZ8660,780F14
NH551,852081
VN835,88808E
FZ833,8963B0
PC2793,4B9062
FD3233,880441
FD655,880448
AA182,AB0969
AQ1102,780D02
HO1226,780D91
5X1,A762CC
CZ3154,780486
6E3326,80068F
OZ157,71C074
CZ6502,7802EF
TN687,4BA91A
CA8282,7806F9
CZ6978,78125E
WY3313,70C09A
PR2998,758073
CZ3105,7802AC
AI541,8004D5
LY564,738065
HU7901,7806E1
TK2222,4BA8FA
NH629,861B42
BR812,89904F
J212,600BBF
PC1710,4B86D0
9W2734,8007C2
EK733,89630D
WY405,70C0C9
MF8078,780F20
JL86,8674F0
ZH9914,780317
TK7469,4BCC53
MH2631,750201
HU7089,7812EC
EK214,896176
3U8760,780CEE
NH867,86DA16
HO1283,780E39
R3512,42428F
TV9869,78085E
FR1801,4CA766
PK784,7608FA
EK102,89620B
JD5512,78085B
OZ705,71BF88
BR159,8990CE
9W731,8001D2
JL2061,84B868
CA106,780D85
HX232,780A6C
SU1847,424599
6E9576,8007C9
TK7081,4BCC56
KA642,780239
VN1375,8880C6
ZH9234,7802CA
MF8140,780F9E
EK25,896316
SL757,8832AC
9C8673,780CE2
9W809,8007C3
CA1418,780E78
NL149,7609C9
MU9652,780D25
CZ6310,78074A
SL8079,883296
G8537,8007F7
JD5657,7804D5
TK382,4BAA50
JL266,851BBA
BG89,702066
OZ1035,71BF40
G8262,8007E5
CZ6536,79A058
SU1103,424332
NE193,01017B
EK979,89610F
UT746,4249C8
MH2529,750200
TK7051,4BCC66
MF855,780E45
CZ6507,780768
SU6152,4243D4
DX226,45CAB3
EK61,89630A
CA451,780276
UT250,42493C
CI927,8990AF
NH273,868754
HU6165,780B60
CI562,8991B1
CZ4285,7809EC
WY263,70C0A8
6E5401,8005DF
SQ2,76CDC1
6J64,86D215
RS753,71C266
TK7312,4BA8CA
3U8515,7808F4
Z2231,758321
FD254,88044D
SV1035,71007F
EK54,896110
6E755,800717
DR6537,7810CC
CZ6887,78102D
NH8517,86D9AE
DZ6242,780D8D
HO1250,781055
5J571,758225
HU7877,78058D
HU7601,78110D
QR253,06A02E
CZ6218,781156
Z2502,75833E
EK81,896120
CZ6315,780591
MU2417,780FE9
5J390,758109
FD161,88044E
U22083,4073A1
TW137,71C070
MU2377,7809C1
EK3,896189
5J789,7582B3
CA107,780ACC
EK95,896213
TK7041,4BCC2A
CZ383,781147
HU7612,7809DB
FZ8634,896469
CZ3248,780AED
TK7479,4BCC4A
JL4506,85120E
JD5124,7804D8
S7583,42441E
PN6338,781038
SU1156,42458F
UL143,77044C
I51728,800C57
6E1702,80064C
HA851,A4671F
MU5708,780E7F
NH803,86CEF4
MM11,86D2B7
ZH9382,78050D
BR278,89906D
NL767,7609CC
DL276,A64924
EK226,89639C
SV1389,710138
KA233,78017D
FZ858,89637A
TK108,4BA933
6E945,800B58
TK2671,4BAAA9
I5799,800B43
SC4906,780DEB
MU5123,7800F2
AI162,80073B
6E3988,800603
Y87562,781220
CZ6852,780097
NX882,780345
MF8216,7808D1
HU7562,7804FA
CZ3788,7800F7
WE302,88530C
VJ465,8880C2
EY6,8963CC
AI10,800B30
TK2855,4BAB23
OD182,7502D8
HO1150,780F09
SQ516,76CE81
MU5738,780B18
SJ1191,8A052D
BL518,8880CB
SQ424,76CD74
BY59,406B12
6E528,8005DE
Y87512,7810AA
SU1189,155BDC
PR310,758404
CX135,780AA5
FD178,880456
SG708,800638
ZH9733,780D6A
EU2701,781023
SG626,800C2A
MM112,86CF23
ST6257,3C4981
BR137,899076
CX892,780AAB
EK514,896310
9C8824,7812C3
9W721,80065E
PC2087,4BB848
3U8231,780E53
CI524,899084
QR241,06A016
S734,4240CB
MU7133,7805BE
MS915,0100DF
NL683,7609CE
HX241,780A22
EK75,896475
U62761,424928
TK2204,4BA993
3U8958,78067A
CI109,8991B9
XJ607,886281
SV9621,4BBC6C
EY538,89625B
S7955,424420
HV5802,484135
ZH9409,780F76
CX402,780A4B
ZH9712,780B1D
CZ3290,7805AB
TK7008,4BA8CF
EK721,89616A
SG172,800407
SU2041,42491F
9C8971,780C06
5J720,7583E7
SC8728,780D0B
9W373,80072C
CA1412,780DFE
TK7084,4BCDD9
9C8580,780F2C
JL674,861F00
SG15,4B8DF2
BK2898,780700
UT400,A045A3
MS611,010162
MI755,76CC45
PG235,884205
VN266,8880E6
TV6032,780DB3
TK2416,4BAAD0
CZ3659,780C39
6J94,86CF2B
FD808,880856
PR419,7583A7
OZ1155,71C279
FD3210,880443
ID6899,8A05EE
EY100,8963C7
G52923,781065
3U8845,780953
EK37,896478
K49517,A954CA
MF857,780C80
NR161,728633
GF172,89407C
WE419,88530D
FD3075,88084F
N42482,4242C5
MI354,76B4E4
QV445,70801C
MH2606,750214
GJ8010,781259
ZH9176,78031B
HU7067,780432
SV708,710105
RA205,70AFB7
SG197,800BC8
QF24,7C146F
CA4391,780526
NH976,861E4E
CA177,780B46
MI519,76B4ED
OS857,440669
TK7374,4BCC50
SV630,7100B1
SG161,800BCD
GX8871,780428
CZ6189,780CCD
HU7896,780655
9C8936,780CE0
JL566,851914
TK7188,4BA8C4
9W799,8001CC
AK72,750140
FZ881,896378
3U8891,78107B
SC4811,7BB132
SU6144,424354
MU5867,7805DA
TK7142,4BCCA5
GF754,89405B
PR2819,7583FA
CZ3703,780673
CZ6972,780DAE
SJ1185,8A05C8
SL8015,883297
HU6190,7812EA
SV1546,7100B2
NH8489,861B47
EK149,8963F0
G9189,896382
DD3218,88104B
QR232,06A092
CA1455,780492
CZ3067,78007C
TK471,4BA999
FD766,880842
TR303,76D031
9W538,80015A
6E893,800AF5
D85671,4CA549
MU5190,780F49
EY170,896329
BR727,89904D
MU2194,7808F0
G8520,800C68
OD1622,7503FB
HO1329,780B91
SU508,424333
MU5819,780559
CI187,8990AA
XQ9115,4BCDE2
JQ26,7C6BBC
PC8531,4B8E13
MU2450,780C50
EY642,896429
NH714,845DAA
FD3394,880444
SG938,80070E
SU1104,4242C4
UO1845,780AC4
AC30,C01A7D
JL638,8514D6
NH82,86754E
JL531,868DB8
I51523,800C29
S7882,424287
KE661,71BD86
SV802,7100B3
AK5117,750109
OD523,7502C4
VJ280,8880C8
SG741,800BC6
MF8026,780BC6
6E3177,8007B0
KA482,780A7C
AK861,750463
PC3166,4BA74B
JL815,850DF2
MU5650,780790
TR108,76D244
CA1262,780068
SQ391,76CECC
NH449,85D42C
NH558,868094
5J399,75816E
FZ336,89648C
TK1287,4BAAD2
7G16,84C0AA
CZ601,780BD9
TG305,885047
NU22,840D81
FD3027,880C44
MF840,7802E9
NA18,010140
CA823,78029C
QR32,06A0BC
TG639,885045
MM289,86CE9B
MU5576,780F47
BK3038,780C57
EK347,896196
CZ8272,78058F
BL351,88803B
QR211,06A027
MU5260,79A04D
TK2654,4BAAA7
QD692,70E04F
ZH9714,780B1F
AK1807,7503C4
CI784,899020
CA1348,7807CC
JW709,846078
WY104,70C0C5
VN185,8880AD
QF30,7C5324
D7316,75026B
AQ1022,780D01
TK7195,4BA8D0
PC2736,4B8E02
EK175,8963DB
CZ3623,780863
HU7116,780DD5
EK566,8960D9
CA4111,7804BC
GX8825,781089
MU2396,780F43
TG475,880051
SC1184,7809A8
BA165,400685
W62542,471F85
ZH9168,78056A
EK230,89611E
JD5552,78059A
SQ345,76CD6E
ZA421,70E058
ZF7750,4249D3
6E143,800C12
EK768,8960D1
8L9725,78055E
NH868,86DC9A
EY405,8962E6
CZ3126,7805F9
FM865,780E6E
FZ344,89646A
D7184,750334
CI542,8991BC
BL795,8880EC
CV462,4D0106
SU503,42457C
CA9616,780010
IA140,72866A
8L836,781074
TG556,885157
MU2284,780B7A
TK5152,4BAA42
KA872,780162
9W451,800C54
D7330,7503E2
NH599,86D310
7C2251,71C297
MU2813,780EF0
SU5652,4000F9
TK7522,4BA8CB
CZ3012,7807C5
VN586,888022
TK7309,4BA8E6
U62950,424278
9W679,8001D3
LY5120,738068
BR766,899052
CX464,7801B4
HO1612,78083E
QR269,06A096
SC8724,780C91
8L9565,78101B
EY12,896463
CI5321,899101
SQ979,76CE97
JD5328,78085D
PN6204,780EF1
LD562,7801BB
BR771,899085
MF8230,7805C2
UK736,800BD1
KE85,71BE30
6E174,80068D
G9735,896497
SV724,710053
NS3213,78081C
6E397,800BB5
EY24,8961A5
MF8462,780479
OK894,49D056
XY206,4247A9
CA1495,780F62
KE721,71BF21
TK7315,4BCC67
TK7209,4BCC45
GF134,89407A
KA835,780179
MM138,86D22F
JL529,86EF89
KZ203,847183
CI123,89901A
5J5057,7583A4
EY16,896327
PG951,8840F4
XT852,8A04A0
S73290,424131
G8506,800C69
NH9064,8687BC
MH2636,750216
3U8086,780E54
EY32,896405
CZ8399,780996
ZH9694,78083A
7R261,424307
MU9937,7807D1
2P2639,75824C
XY583,4241EB
FM9116,780C61
PC2090,4BB843
CZ8441,780B10
QZ252,8A03F4
SV642,71040D
FM867,780D56
AK888,7503B3
WY907,70C0F7
3K551,76AA61
SQ921,76CEC2
NX9622,780344
SG658,800BCE
LD217,780A86
3U8064,780C2B
MU5294,780C4C
FZ51,8962BE
CZ8628,7BB0E9
CA1472,780781
EY160,8963C4
KE685,71BD54
CZ474,7800EB
8L9603,780B00
S792,424045
CA1486,7809A4
AK5871,7503C8
MU5356,780582
J28851,60084F
MI653,76B4F0
GA896,8A0531
9C8805,7810D7
S71215,4242C9
CI836,8991BB
CA4375,781160
PR1818,758340
HU7610,781060
JL616,862D94
8Q44,4BBDD3
XY24,42414D
BC24,86803B
NL777,7609CB
I51427,800BE9
KE850,71C240
HU7948,780417
GY7149,78131B
PK308,7608EB
NH79,8686AA
TR611,76D257
FD3378,880850
S73294,42455B
CZ6182,798041
VN135,888081
AI442,800521
OZ281,71BC17
TK871,4BA92F
GS6468,780538
D7182,7500C8
6E907,8007CF
Z2777,758330
ZH9201,7805B5
WE267,885314
HU7564,7800E3
HU7706,780818
SV3122,4BBC65
3K824,76AA72
G8583,800B0B
8L9861,78055F
HY232,400188
DP838,4243EC
XY509,42417F
AC12,C0104F
CA4144,7808CA
CZ3904,780C7A
5J855,7583D1
GK158,84B940
SV809,710063
CZ6340,780BD7
EY473,896409
EY411,89619E
MU5369,7808E6
U21192,4B1A65
VN680,888061
8L9651,780E97
VJ5307,888150
3U8766,781014
SC1172,780F68
FU6556,781035
9U171,504DD9
EY200,896347
CA4591,780867
CZ6538,7802C1
HX283,780A12
TR993,76D152
ME210,748017
FM9378,780F96
SV821,710057
6E21,800B12
IX474,800B9A
UT706,42455C
U6874,42430B
PC2009,4B842F
MS920,01010B
G9175,896364
MF8030,781116
NH81,85E27C
6E983,503C61
EK91,89618F
SQ918,76CE69
DP805,4245A4
9W416,800B1A
CA4458,7808AA
DD7818,881057
6E306,80051A
KE11,71BE11
VN1188,88808C
JH150,84174C
SV366,71018C
SQ305,76CEF5
SN601,44CCDA
U6154,4242B3
I51584,800C4C
CA1276,7812DE
GS6586,7812BB
6E5097,800624
EY291,89637C
FU6507,781175
HU7266,780BE1
AI773,8001AB
HY692,507C3F
6E875,8005F6
TK5248,4BAA48
JD5785,78085C
AK9358,7500E4
5J806,758329
WY204,70C0CB
CX401,789201
G8497,800C34
JD5760,780C0C
LX252,4B1880
CI62,89901C
9C8562,780CE1
BC730,8681AB
GK628,845F78
IR327,7324C1
MH791,750222
FZ340,8962AA
ZH9976,78056B
MH114,750202
CA1305,7811A2
EY58,8961E6
CA1302,780FDB
HU7320,780DBC
QR141,06A0AE
JL330,8403A1
6Q561,778827
JQ27,7C6BC2
PC1918,4B8E16
CZ6518,7806FE
PO765,A62EE6
EY42,896385
VJ161,8880AF
KU542,70605B
FM9316,78079E
IX183,800396
9W658,800AF9
EY654,8964C0
TR981,76D245
FZ572,8962C0
S71123,4243CC
TK2462,4BA8F6
HO1096,780F6B
NH184,86EB50
CA179,78029A
6E439,8007CE
9W23,800B1E
WZ246,42426F
AZ852,30061E
BK2956,7802B6
CX797,780237
BC768,868038
UX1301,3451CF
K6860,70E049
JL151,851958
MF8074,780EAD
MU7392,7803E8
U62744,4242F6
AI42,800734
SU1182,4242EB
3U8794,780958
HO1020,780653
VN612,888054
LH1761,3C6606
TK7267,4BCC28
SV835,7103D7
BR820,899054
MI607,76B443
CA8922,78130F
BL168,888145
KA862,780A4D
G8150,800BF3
SU2131,424377
MU5832,781016
EK187,896114
SV871,7100C3
IX374,800B9E
CA1938,780868
CA9623,780528
3U8800,780F33
CX711,78012B
PR424,758303
W66411,471F5A
CZ6148,780643
LY362,73806F
G9261,896411
8L9983,780433
SV1292,710089
JQ12,7C6BC3
JT2644,8A03F7
HU774,780DD2
SG163,800BCA
B729,8990D6
DL278,A0D5AA
3K513,76AA66
SU1212,424296
FZ304,8962AB
EK207,896186
JD5193,7802DC
OV4,70C0F3
OS831,440052
9W259,80067C
MU2309,780106
CZ3418,780C74
LY2366,738061
6W776,424578
AI343,800738
MU5320,780B3B
B2926,51005A
G8241,80051E
SU1142,42434A
FD3212,88044F
CI840,8990A1
CZ8520,7BF002
9H8398,7BB12F
KE111,71BD53
MH433,750282
HU6127,780E96
FZ596,8962B6
ME333,748028
CZ6630,780098
BC729,8681AD
IA112,728677
KA894,780A5A
GF70,894066
QZ257,8A018C
VJ185,88811A
HU7852,781109
8L9819,781053
MU2361,780936
KA734,780125
CA1836,780639
VJ190,888133
EY72,896397
TW307,71C220
CA4104,78100B
SQ868,76CE4D
EK630,8960DD
MM318,86CF01
MU5609,7807D3
QR933,06A13D
FD553,880848
FD644,880452
MU5782,780E83
MF8141,780794
KK1004,4B84F3
SV1036,710119
MF8042,780EAE
HU7264,780531
SU1861,4243F0
G8244,800435
PC3081,4B8530
ZH9672,7807AC
ZH9217,7807A9
HX304,780AAF
MU2364,780EC0
UO2881,780A90
SV753,71004E
CZ6458,780AF0
SG924,4BD155
CA472,780FE3
G9956,896366
EY90,89637D
SN3289,44D068
BR195,89904A
JL922,861B06
SV1037,710113
TG341,885046
SM466,0100E7
WE136,885301
AC28,C01734
MF8126,780477
Y95660,735027
JL576,86EF67
AI701,800737
6E1205,8006E0
UK879,800C3C
VZ109,885963
AK5173,750459
DD8324,881055
SU6195,42457B
TK2861,4BA8F3
KE607,71C081
FD496,880845
QR23,06A0A9
TK2925,4BAA0D
MH6110,750264
FM853,780DF8
JD361,781134
Z92111,68321F
FD596,880846
FZ912,8962C1
5Y8373,A4BC76
B2781,510047
TO3301,3964EE
AE1842,8991A6
QR817,06A0F6
KA993,780195
I5549,800C83
JL780,86781E
XY97,424156
TG120,885104
SV781,710061
9W118,800BD9
SU6134,4248E4
NH1720,863188
SG832,800BDC
SV895,71004B
HU7995,780AE9
MH196,75020C
9C8519,780927
9C8913,7810E6
KN5886,781164
6E469,800B96
CZ3756,78074B
SV559,7100BF
9P1211,744283
AI539,800415
KN5932,7802FB
HD37,861AFE
PN6349,780BA7
NH815,86E866
CZ6455,780BD6
6E83,800687
AZ824,4CA6F1
S71176,424046
CZ6800,780730
VN269,8880E7
UA808,A2F200
JL759,86D90E
FZ60,896334
IX419,80044E
EY2,8964C3
MF818,78042C
CX902,780AAD
AK1792,7502B9
Y97097,508385
IZ294,738483
KY8366,780E92
NH618,845DEE
XY382,42416C
JD5313,781298
6E1706,80064A
3U8823,780CEF
B2850,510048
VN272,888129
AK5122,7501FC
NS3270,7809F5
9W819,8007F2
HU7268,7804A2
NX667,780342
IT8211,89902D
MU5330,780B36
BC522,868041
MU542,781228
DE2,3C49E9
KA215,780A80
AK887,7501F1
TK7371,4BCC6C
NX138,780D4A
CZ8353,780DF3
AQ1075,780E8C
PR2529,758201
MH775,75029E
EY514,89642A
FZ902,8963AE
PC2823,4BB84B
QR921,06A076
HX709,780A6D
LJ25,71BD61
EY28,89613C
ZH9652,781007
MU2950,798024
GF16,89406F
CA1359,780292
LH758,3C64C1
QR151,06A0B7
FD2101,880852
6E804,8007E1
CZ6260,780746
UT775,42455E
EU2211,781024
TK2715,4BAAAB
QR222,06A08A
MH767,7503AC
TV9861,780BE6
IT324,899023
6E5409,800B3A
NX8,78041C
HY302,400187
CX846,780A19
VN520,888053
BL512,8880C4
LH8404,3C70C2
SU1232,424592
SC8732,7803C5
OD634,7503DA
MU2986,78064C
MH78,75031A
CX812,780221
HU7786,7808E2
GA142,8A01DE
PC1960,4B8E41
6H882,738285
CZ359,780BDA
FM9136,7809B3
MU5188,79A062
JL558,86EF8C
U6280,424926
HA450,A4470E
AT276,02006F
3U8853,7810D4
5J753,75829C
KA209,780184
CZ6659,7809F8
FD353,880841
VJ519,888156
MF8114,7805E0
QR257,06A09A
G9186,896486
9W75,800720
AI687,800C43
AI618,800412
CA4374,78068D
CA1974,7809A5
GT1022,780539
CA1853,780C99
EK85,896195
EK508,8963D3
UA172,AA7427
BR661,89908D
DP173,4243E9
EK51,89645B
CZ6209,7807DC
Q9954,706258
VJ877,8880F3
CI117,8991B0
AI248,80052E
NH1719,86E184
AK1530,75022B
BR18,89900E
EY76,8964BB
PR2788,758204
SU1855,4243FB
E5338,0101CD
ZH9922,78046E
JD5566,781299
MH2585,750206
AI503,800BE6
MU758,7805BC
QR420,06A070
TK172,4BB1C6
HA822,A4A4E8
6E129,800B13
NH939,841344
ER503,7609C3
PR8398,758306
KE617,71BF06
AF226,394A03
QR10,06A147
QR70,06A1BB
SL719,883299
TG602,8850AE
G9871,896337
MU753,780ADC
CA905,78031C
9W11,800B15
CA4384,7802D4
OS863,4400B2
G52868,7804A5
VN7230,88809B
PS713,50836B
6E856,800AF4
IA117,728674
CZ3161,78008A
JD5143,780779
CA1378,78115F
JD5554,7804D7
FR7090,4CA569
NH270,86D906
PA170,761487
BX711,71BF63
AI963,800050
FD3118,880C41
CZ6373,78059C
TW9206,71C294
FZ822,8962BB
FM9808,78025A
CZ361,780772
FM9216,78124B
EY682,896346
U28454,406E69
CA8286,780FDC
SV775,71004D
CZ3184,780263
S24432,80048A
MM320,86CEDF
UL281,773800
CZ6027,7802DF
CA1647,78115D
DL182,A0DD18
OZ733,71C282
QR849,06A047
5Y654,A4E7C9
6E283,800BE0
AE826,8990A8
9W2073,80046B
B72297,89904E
NH650,86960C
SC4734,780B04
EK72,896458
G91698,896372
5J557,75806F
PR737,75823D
GA982,8A03C3
FZ573,89646C
MH518,75020D
MU2829,781088
UK997,800B4B
SV1118,7100B7
KE694,71C273
CA1581,780E1E
KA906,7801AD
G8492,800538
LY354,73806E
TK6490,A4B508
GT1074,7812D2
BL526,888144
EU2282,780EB5
CZ6094,78008C
SQ865,76CDC3
MH386,750204
HD39,845EBC
JL770,861BB0
CA797,780299
CZ6160,7802DE
TK53,4BA9E2
6E291,80064F
TK2719,4BA8F5
EK803,8960E4
SV274,7100B6
LH8385,3C70C5
3U8744,78068B
MF8092,780EAF
PC3121,4BA74A
MU2036,780DB9
CZ6270,7805AD
MU5634,78119A
8Q79,4BBC81
CA8224,7804FF
ZF7734,42429F
TG491,8852E2
SL548,8832A8
HU6172,7811F8
GF18,894078
3U8631,78107A
FZ521,8964D2
MU7364,781236
CA1131,780E30
MU5803,78064F
9W362,80043E
KA824,780A40
AQ1052,781027
MU2952,780720
LJ75,71BD58
QR37,06A100
6E864,800C17
TK7007,4BA8CE
LX1337,4B17E0
CZ6492,78009F
HU7576,78073A
IR749,7324A6
QU4459,5082CB
AF218,3949F4
KC135,48449F
PC1915,4B8432
6E589,800BBF
PR509,75823E
ZH9752,7808B5
U6375,424932
CZ3861,780268
AK5134,7502B8
UT561,42425F
GF2,89402A
5X118,A40E1C
FD450,880847
MU5626,798023
QR1133,06A1E2
SG254,8003AD
VJ249,8880CD
6E316,800BC1
ZM561,6010B7
UK813,800C0B
9W493,8001D0
VN1268,888093
KN2308,7810A1
CV417,4D0103
DD3182,881058
FZ894,896377
BX391,71BA11
SV1337,710095
CA1408,780C40
I36619,735024
QR635,06A031
MU5838,780791
G9531,8964DA
TK7213,4BCC5A
JL528,86EF88
CZ6328,79A054
IT233,899028
FM846,7803E6
NH688,86D8FC
CZ3508,780C35
ZH9722,78031A
SV526,710139
NX830,7811D8
SC8793,780AE8
MI474,76B442
BR150,899055
EY889,896465
EK131,8960DE
HA458,A43FA0
RJ640,740736
EK22,8960F6
MU2948,780F91
UO817,780AB3
KA897,78017F
MU737,780851
FZ338,89648B
6E724,800C10
EK5,8960E9
VJ5421,888140
QW9846,780DA1
PS776,5081E7
CI920,899042
6J42,86D237
HU7765,7812A3
HU7230,7811F7
FM9528,780D2D
CZ3110,7809DF
AI467,8004A7
U6167,42430A
5J151,7580C6
Z2767,7583E4
ZH9756,7805E2
EP512,730601
PR894,7583ED
PG704,884208
CA1358,780C9D
9W901,8007C5
EK8,8960EA
U6890,42453A
MU5504,780D97
SV446,710062
VJ5321,88813D
CZ6509,79A045
EK9917,896228
E38006,0C602D
VJ217,88814F
LD205,7801BD
ZE551,71C058
8L9616,780567
PR663,75833B
FM9404,7811CE
HU7085,780E2F
UK781,800B24
VN7373,88808B
MU759,780EBD
HO1084,780977
EK357,8963D2
I51518,800C1C
FM9219,7811D1
AK9897,750322
FZ602,8963B5
SQ361,76CDA4
CA4110,780AE5
6E834,800465
KA456,780A81
7G92,841B6A
3K722,76AA76
6E478,800468
NX615,780EB3
VN274,888092
LY2372,738069
5J395,7582B4
CZ3990,79A01B
MU5145,780D21
NH450,86E518
MU727,780BFF
5J978,7583F8
PC8320,4B8E19
6E6965,800649
CA868,780BF6
9W17,800486
KQ211,04C149
KL421,484CC6
VJ115,88811B
9C8848,78080E
T5417,601849
FD505,880453
TK303,4BAA4A
6E902,800B77
TR588,76D035
9W2054,800B1F
RU157,424564
9W353,8000FD
NS3302,780E68
JL784,861F66
CZ3997,79A06E
FD3011,88084A
KE853,71C085
5J5039,7583A1
6E39,800AF3
FU6626,78106F
SV9612,4CC3F1
XY552,42479D
IY648,890021
ZH9780,780303
TR652,76D24D
EY475,89613B
S71146,4243CB
BR872,8990CB
K4247,A6267E
CZ6601,7802A5
GY7154,7810A5
MS735,010103
SV256,7100BD
OD166,7503D8
CX28,780232
SC8762,7809A2
FZ708,8963AF
8M332,704457
QR117,06A01E
CA1801,7804BD
G9196,89638E
LD209,7801BE
6E813,8008C2
HX529,780A54
BR705,8990B1
CZ438,780DA9
SV1648,7100AB
ZH9192,780318
AI608,800411
CI74,899013
OZ745,71BF55
FZ230,8963BB
3U8848,7808B8
ZH9660,780B20
FM856,780F84
MU5130,780EBC
OQ2331,7805EB
AI931,8003E4
IT307,899024
KE25,71C042
CZ6893,781126
VA86,7C752B
MU2353,780583
RJ6857,740729
6E6913,800C38
MH194,750254
PG962,884207
QR77,06A136
MU2605,780D20
FD480,88084D
AK5647,750324
CA821,780873
CZ6717,79A06F
TW105,71C024
RY8954,78123C
LJ37,71BD55
G9401,896400
VJ8374,888141
SL8042,883294
GK11,841B28
UQ2554,780ECB
TW121,71C069
U27934,406F01
TK5342,4BA9C1
3U8912,780809
9C8960,780305
G8217,800C79
PC3230,4BA745
MU2317,780094
GF564,89405C
CZ6976,781309
TG349,8850B5
XQ9185,4BCDCF
RS531,71C255
AK2138,750147
6E998,80068E
NS3518,7802DD
QR8241,06A1A2
FD658,880445
WE263,885305
ZO4034,736838
6E394,800B37
CZ6370,7BB107
QR103,06A07C
MS913,010143
DZ6278,7810D1
AI819,80052B
MF8463,7805DF
MF8520,780795
SQ502,76CE2C
ZE513,71C029
BR806,899053
WE617,88530E
UL184,77044E
FM9252,780F97
TG625,88001C
U6522,42429E
I36618,735023
MF8052,781209
PC3533,4BA749
MF8088,780663
ZH9223,7808FD
VJ3275,8880DC
BL489,8880C3
AK187,75043F
SQ335,76CEED
PR1864,7582F6
G9111,8962D1
CZ3595,780E05
MF8258,780F1F
5J547,7583E8
TG317,88002E
MM67,86CF45
VZ110,885964
CI592,899045
VN956,8880A3
HU7036,780D13
Z92044,68323E
MF876,780256
AF192,3949E8
MU2189,780853
6J82,86CEC5
HU7690,780459
SU6628,4242A6
3K591,76AA6E
SU1624,42442A
6E153,800BDF
HU7162,780550
SL8064,883288
SG54,800C2B
HX626,780AA7
OZ739,71C060
LH764,3C6706
XY720,424178
HU7356,7808A3
QR841,06A07B
SG85,8007EF
GS7887,780C31
PK351,760997
CZ6716,780F11
TW294,71C056
MF8394,78110E
9W767,800AFA
SL724,8832B1
SC4078,780F6A
6E5533,800C70
EY621,8963F9
D18356,AAEB59
6E747,503C72
CA1578,7804BE
CX913,780AAA
SC4944,780C92
ME216,50005A
SL545,8832AB
FM9522,780CAA
SV537,710086
FD3111,880C42
W51179,7335CB
MU297,780560
9C8642,7810FC
NH182,86E888
3U8970,780375
3U8893,780467
TG679,887802
MU5528,7805C9
NP106,010117
SQ387,76CDAE
PG264,884212
SU521,42433F
QR947,06A0FA
IA224,728644
CA8274,780580
SU234,42429B
UT808,424291
HX706,780AB0
CZ6404,781096
CZ348,78070E
HU7570,7811F2
LJ601,71BF43
MF8489,780EAB
B2226,781310
W64429,471F69
ET609,040048
MF891,780824
MU5126,7808E9
QR957,06A0BB
MU2682,78122C
5X33,A75039
U25831,406FDA
ZH9632,780CFC
NH8427,861B69
CZ6380,7800AE
EY440,896160
A9652,51404C
CZ6422,78099A
XQ9206,4BCDDA
EY270,8961C1
5J74,7580C5
EK125,8963DE
KC904,4844BA
EK730,896307
HO1260,780976
