6E949,8007B3
ZH9733,7808FC
PS353,5081FB
AC64,C02ED9
BC21,8681AB
NH700,86E0F8
PC2006,4B8C6A
G9523,89633B
CZ6885,78130A
CA1875,780FDE
AK130,750453
UL195,7705C4
SC8731,780DEC
AK239,75027D
MH519,750209
MI756,76B4F1
NH819,86CEB0
DR6535,7810CA
XY205,4241DA
B7106,89906B
BR805,8990D8
CI199,8990AB
JL265,8515A2
W560,7335B1
S71126,424049
ZH9779,780E69
WE685,885306
I51565,800C29
CX448,780AA2
CZ3033,7800FD
KE651,71BE13
AK5304,7503C4
CI919,8991A8
OZ714,71BD16
CZ3079,780293
MH774,75031A
SV1476,710084
MU2734,79A014
5J128,758227
S71164,4240CF
5Y612,ABB6DC
EK31,896458
CA8360,780254
RY8953,78123D
9W795,8007C3
NH638,85C5DC
CA9607,780800
WT7276,4CC505
SL2516,883299
CV975,4D0102
6E135,800BEC
YC892,4242A0
MU5614,780558
FD3223,880C43
AI696,800C48
3U8201,780DDB
GK354,846DC8
BR137,899071
OD606,7502C4
WZ125,4242FA
U24783,40666A
RU574,4245FB
9W394,800AFC
VJ213,8880CC
PS371,5081EE
MU2138,780CA8
EK783,896169
CZ8453,780F78
NH1277,850E59
HU7081,78097A
UK969,800B24
KE1,71BD87
5J956,7583B7
MH173,750221
AI113,8005EC
S71148,4243CD
IX141,800396
VJ693,8880B0
VJ876,888097
CX507,780A67
TR425,76D248
TW131,71C086
BL163,8880CB
JD479,780FCA
FU6611,780B96
NH74,867838
BC308,8681AC
KN5899,7811B3
FB856,451E8C
LY2652,738060
6E569,800519
TG320,885153
HU7877,7805D3
6J29,86D1F3
3U8730,781015
TR687,76D249
CX734,780135
CZ3961,7800C2
LY2,738074
YE5118,508340
QR116,06A0AC
HO1025,7810EA
G8336,800C06
MU5781,780CD7
UO558,780AB4
CA1616,780E77
AK5749,7503FD
LJ3,71BF33
HU7247,780CB5
UA838,A1F2B1
IA223,728641
CZ6516,78111F
NH1097,845D88
HU7537,7812E4
CA8942,7804CD
BC20,868042
FD1031,880447
CA1815,780ACC
KA454,780A7D
MU2442,79A03C
G9303,896400
JD365,780B6F
FZ857,8962BA
UA804,AAD012
SV558,710130
CZ6980,780FD7
VS301,406B49
AK857,750457
EU2756,78087B
SU6891,4CAAAD
GA899,8A0243
ZH9263,780616
DP112,4243EC
SU273,4243DF
SU6143,42457A
QR290,06A09E
NH963,86D9B0
CZ6610,780C3F
MU5200,780D21
SU1854,424346
WZ307,424260
IX435,800449
CX542,780134
RJ551,740735
3U8965,7808F3
TK7062,4BCC2B
TW272,71C024
A3912,4690EE
MU206,79A05F
9C8884,78067D
IX247,8003F3
SQ833,76CD67
3U8170,780CE8
VJ191,8880F5
N4124,424425
ET345,040078
U6279,4245AE
KN5807,7BB0B6
PS287,5081EC
MU238,79A060
MU5603,780556
MU2008,7803EE
QR8613,06A1A4
EP3810,730685
SV1030,71018C
I35659,735027
MS986,01013C
RJ127,740731
AK5166,750272
SU5462,400150
GF64,894075
TK691,4BAA8F
FM9518,78030B
AK1725,750239
9W624,8076C4
CI948,8990A1
ZH9694,780571
KC870,484490
IA281,728642
CA4370,7812E0
CA991,781160
JH7486,845F30
5J384,7582E6
CZ6467,79A053
J9776,70620A
CZ3981,780262
JL634,861F00
BR190,899063
RJ177,740732
CZ6982,780B0E
TK7316,4BCC45
IX166,8003B0
G8391,800C34
HU7652,780E2B
MI615,76CC48
SU5601,4248F5
CX2581,780172
FD408,880443
JW304,84116C
CX581,78016E
KA729,780A82
MF838,780825
SU1547,424590
Z29048,75853A
QR94,06A0BB
G9545,896496
9C8553,780551
6E1711,800649
LX181,4B191B
MI608,76B4E7
KK1500,4B8684
JL324,850E58
JL60,86D974
CA1881,780020
N4534,424371
VJ906,88811B
FZ5155,8963B7
AI407,8004FD
TK7203,4BA8CE
MF8519,780F0D
CX331,780A94
CZ3261,78088C
6E6064,800C15
TR182,76BCC5
J29820,424382
SG868,800BDC
CX654,7801B6
G9174,89634A
CZ3157,78008C
RM748,51402C
CA1348,7809A4
JL25,86D624
S24980,800607
3U8895,780E4F
TK7300,4BA8C5
SV207,71007B
AK5211,7502AD
PS613,508390
9W116,8007D9
ZH9904,7802CF
KA206,780A93
VN490,888075
FZ707,896379
MU504,780F44
NH1104,86EF03
EK378,8963D9
SU271,424403
SV758,710062
RL8560,4242EF
BL662,8880C3
KC132,4844AD
SC4800,780742
NS3239,780F61
MH2593,750206
PC2131,4BB845
MS859,010092
TG635,88003D
UK778,800B25
TR867,76BCC4
MU2299,780856
SG877,8007F0
MU2006,78069C
SV1109,710095
PC3707,4B8650
6E332,8007CD
2P2482,758087
FZ893,896333
NH815,86E7DE
QR1353,06A02E
XW886,886042
NH790,85D098
9C8549,7812C5
QR725,06A079
MH389,750259
W5113,7335B2
NH109,8691CC
IX193,80044D
PG708,88420A
CX532,780A95
HO1050,7810E9
W63258,471F58
IR811,732443
TG677,8852A5
HX529,780A7A
BL181,888147
AA187,AB236A
3U8182,7806A9
NH780,86D906
CA4303,7805F3
NH441,86796C
NH8492,86E488
3U8734,79A021
SQ977,76CE92
AF253,3965AF
NH472,8686CC
SG184,8001D9
NH983,85D42C
MF8064,780F9E
MU5706,780FEB
DL68,A0D961
MU2264,780457
HU7989,780D65
VN681,888063
CA1884,780B45
6E215,800B58
MF852,7802E5
FR4123,4CA624
OD561,750407
3U8705,780310
IA128,728676
CZ6553,780D0F
HY647,507C3A
CX925,780A63
MF8084,780FA0
BG85,702066
MF866,7808D5
9W267,800C81
ZH9721,780B20
IF201,72882E
FD3208,88044E
UA87,AA931D
HY604,507C4C
BR216,8990E3
DE333,3C49E8
PC2085,4B8E05
QR202,06A023
CX94,780A6F
G91695,8964C6
XY562,4241A1
6E249,800C11
CZ339,78109A
SC8786,780DEE
MU5495,7805D9
DL94,ABAC50
PC3050,4BA749
5P5754,3C097B
VN1236,88809D
I51622,800C57
MU9635,780C18
EK9283,89616B
CA4153,780830
QF107,7C531F
EP647,73060A
NU8,840D81
KA621,780195
6E304,800AF3
AI921,800C44
AI880,800B30
9C8506,780D73
CX719,780A59
CI106,8991B6
CA1518,780528
MU5119,780D92
KA875,7801AD
TK7122,4BCC29
CI162,89901D
KA883,780185
QU4440,5083C5
MU5259,79A075
HX6683,780A46
IT610,89902D
PC2591,4BB84A
MU568,780B34
SQ919,76CE2E
SC4958,780893
SU6356,4248E8
G9385,896485
MU5711,780BAD
Z239,758042
ZE921,71C058
CZ8401,78010D
NH308,86D986
G8717,800BB8
NS3269,7809F5
MF8482,7807A3
S7261,424287
BR871,8990CD
W5119,7335C6
BA198,4007F6
NX668,780342
CA1829,780C45
PR409,758404
VJ916,8880CD
FZ832,8963B5
CX903,789202
ZH9001,780FD1
MF8451,780793
CZ8690,781099
AE1841,8991A6
QR457,06A1E0
NH831,861E92
CZ323,780522
CZ6593,7804C5
PR113,7580D6
VN712,888051
ER502,7609C4
PC8281,4B8E13
6E448,800B73
JL22,86DD4C
NL148,760989
FD3396,880449
S7163,424250
CZ6727,780FC5
7C4205,71C089
6E5263,8005F6
6E274,800C01
NH807,86D9F4
MU2661,780AF7
EK621,896216
G9511,896497
ET303,04005B
DD7507,881047
PR598,75809F
ZH9580,780B22
PR353,758303
JL66,86D9B8
IA139,728668
FM9454,780D7B
CA4501,780DFD
GF768,89405B
CA1844,7BB0AC
SV754,710122
AK122,750419
TK7096,4BA8D0
9W798,80015A
ZH9386,78083B
GF71,894074
9W69,800B1C
G8158,800701
DD7811,881058
QD668,70E050
WZ245,42435E
SU1759,424303
CZ6135,780ED0
GK185,841794
S24661,800606
RS7429,71C255
OS18,440081
AK116,750413
JL545,85153C
CZ3526,780E06
EK241,896475
FZ710,896334
CZ3988,7802F3
JL438,851186
CZ386,7807C0
CV658,4D0114
QB1245,731A29
PK283,760999
SC4956,78006C
CZ6184,780CCD
TK2849,4BAA61
TG678,887801
2G755,14F10F
KA974,7801B2
6E302,80054C
MU5837,780ADC
AI265,800BD4
OZ1165,71C279
ZH9674,7807FE
SU526,4242E0
SU1860,42437F
NH947,862226
UA6,AA4440
HU7365,78110A
OM223,4CA127
9W728,8005A2
7L608,4243FA
UT367,42425E
CI116,8991B9
ZE624,71C057
CZ335,78030E
CZ6978,780F7A
BC794,8681B4
KC217,484346
ZH9515,78056E
VN243,88812B
IX373,800B99
AI121,8005F3
FD753,880852
MI985,76B4E2
MU5503,780939
W68044,471F70
ZH9529,78024F
6E978,800B36
TK2854,4BAACF
3U8554,78112D
CA1618,7805EE
CA8363,780911
FD3331,880450
OD226,75041D
ZH9382,780E0D
OZ573,71BF95
GS7470,780C6E
CZ6580,79803C
MM9,86CEBD
FM886,780D56
AI123,80073E
PO582,ABAF6E
Z29820,758395
5J152,758322
KE736,71BD75
6E204,800AF1
CA4275,780782
G8185,800C79
TR188,76BCC9
YC865,42428A
KC982,48448D
AI20,800736
ZO4137,73682A
NH359,840C1C
JL569,851CCA
6E206,800C70
AK563,750464
SQ806,76CF29
UL405,7705C3
UA33,A31A50
Y7611,4245F5
ZO4078,7368E2
PS779,5083C9
ME305,5000B3
SU1188,155C10
SU6132,4242C6
AK5597,750307
CX31,78021C
HU7564,780657
W66408,471F5A
CA4389,78028B
I5768,800C4C
ET3729,04008B
ES403,89408A
VJ407,888133
HU7522,7811F1
VN660,88808D
QR216,06A02D
CX838,780A66
XJ702,886285
JL921,8686B2
NU63,840659
ID6898,8A0605
ZE616,71C023
OV3,70C0F4
CX505,780173
XQ9170,4BCCB9
FM879,7802C9
TG615,88516E
DP174,424368
HX765,780A20
8L9558,780E32
NH835,86D928
EK502,896179
JH327,841024
FD402,88044B
3U8964,79A01F
QR196,06A105
AI167,8005F1
Q9983,706258
CZ365,78058F
FZ338,896468
X36954,3C0CA0
SM3332,0101BF
6E596,800C36
EY131,89640A
CZ3865,780BD1
DK2565,45D966
HU7981,780EF8
RB501,778741
CZ3581,780B11
TG952,885179
JH313,8408FC
FZ635,8962AB
9C8739,7805D1
PG961,884203
CZ6630,780D0E
EU2252,780353
CI150,8991B5
SG60,4BD153
9C8949,780083
JL525,86EF00
AI882,80058A
IX890,800B9D
MU5386,78119A
ZH9397,78046B
EK902,89620C
SU5642,4240E1
PC2820,4B8E12
VJ218,4B9848
AI771,80053F
RL8716,42459E
UA197,A9D62E
TW301,71C030
CI772,89901E
MU2574,780DB7
AK5195,750410
PG712,8840FA
P3885,406EA3
KY8316,780FBA
UA48,AA6B9F
PC2086,4B8533
S71145,42424E
XY144,424187
CZ3861,7809EA
TK302,4BAA43
6E492,800C74
CA4117,7BF014
QR708,06A2AF
6E756,800AF4
PS5024,5082F0
KE726,71BD26
DP819,42436A
YK742,601100
PA231,7609AE
QW9834,78113C
MU734,780890
FM9549,780D93
6J62,86CEC5
DP156,4245A8
KE129,71BE31
FD3074,88084D
NH1213,86D6C8
SC4643,78116F
MU5280,78069B
9W357,8001D3
OD183,7503DB
EK211,896450
VJ5382,88813D
MH175,750319
UQ2580,7803A7
NX135,780EB3
CZ3201,78008F
QR729,06A083
MU742,78066C
ZH9212,7805E2
VN253,8880E5
HU7601,781001
AK5646,7502B8
W67898,471F83
HU7701,78089F
GK159,841EBC
SV1031,71018A
6E679,503C61
ZO4104,736836
UK885,800C3C
SU2801,155C0A
9P325,744283
TK7478,4BCDD9
QR190,06A0B9
Z2501,75833E
HX241,780A6A
BR396,899081
HX282,780AB1
D85670,4CA549
QR726,06A07B
JL326,861EBC
HO1129,78124E
TG608,8850B0
3U8371,780375
MU5098,780CAA
NH952,841344
ZO4005,73682C
UL406,77044D
VJ941,888127
MU2317,7804B1
9W403,8001D0
SM416,0100E5
MU716,780B7F
WE292,885308
NH800,85CD04
9C8533,780D74
MS797,0100DD
PR892,758368
G9444,8962D0
CI105,899160
FR1916,4CA97E
6E6193,80068C
FD3031,880458
EK785,89607D
MU551,781101
TK7089,4BCC67
QR728,06A102
SU2137,400140
U6521,4242B2
NA12,0101B3
HD114,8404F4
CI158,8991B7
ZH9656,78083A
BG1,70203E
KC207,4844A5
PC2492,4B9063
S7897,424570
OD541,7503D8
VJ154,888137
6E76,8006E1
5J853,758324
AK5116,750272
SV266,7100BC
A3903,4690F3
KA841,780239
NU60,8414A9
VN7563,88804C
KC223,48435B
AE953,8991BB
UA892,A47FD9
SV837,710061
MU781,7800F1
CZ3794,780E40
KN2307,781237
FD178,880854
MU5813,7812F5
8Q13,4BBC81
6E581,800C16
CX595,780204
KU304,70602A
6E226,800B39
WE266,885304
TK417,4BAB2A
CZ3776,78102E
UO753,780A92
Z27236,758224
CA1425,7811A4
NH172,86D266
NH2155,868EE4
CZ6270,7805AD
ET689,04000E
LJ61,71BD55
GS6538,780E24
VJ5416,88813F
CZ3454,7804AA
SV873,7100C3
FD504,88084F
SQ183,76CE9A
SL8553,883291
FD524,880455
3K602,76AA62
U62804,42430B
EK377,8963F0
FD3114,880442
CZ6208,7803CC
N4362,42434E
JL869,861B8E
TK7208,4BCC52
TR974,76D036
MU2036,780E82
CX799,780203
MF824,780B43
TV9882,780F89
KL876,484CBA
AQ1067,780E8C
JH149,84174C
N4230,424240
SQ318,76CEEB
CZ3113,7805F6
MU713,780E84
FV5733,4242D8
ZF774,42432F
EK9843,896170
MU5069,7807D5
6E922,8007C9
MI396,76CD92
KE683,71BD24
EY161,8963C7
CX416,780132
BR238,8990C7
KC128,48433C
SV588,7100B9
7C3101,71C234
PA471,7609B7
S24360,8001E6
SU6316,4248E9
9C8728,7802BA
VJ5215,88814F
U27933,406F01
JW923,842350
SV310,7103D9
FD3211,88044F
WE135,885305
TK7006,4BA8C7
TK7040,4BA8E6
7C1608,71BF80
JL557,86EF84
CZ3208,780D0C
MU540,78045E
EU2704,781024
MU2580,780B18
MF8447,7802E7
XQ7944,4BCCAB
BL352,8880EC
3U8822,781077
7G88,8417D6
CA117,7803F8
NH75,868754
ME266,748020
ZO4087,736834
3K765,76AA6B
BA256,4007FA
MH2584,750200
TK7050,4BCC4E
SZ104,48435D
BR1127,89904C
SG432,800B80
KE705,71BD30
CX312,7801CB
KE552,71BE29
YC9716,150693
BK2964,780E02
SU1311,424598
WY284,70C0A1
KU118,706059
HU7901,780443
VN256,888081
OD1012,750406
SV1028,71005B
NX618,780EC2
SC4077,780575
XY23,4241B0
UA193,A1D63D
TG432,885046
BC795,86803B
MU2162,780B35
6E708,800B59
UK899,800B23
TG417,885171
ZH9702,780319
BC523,868043
JD5688,78042B
SU1361,155BC3
SV804,710064
MS668,01010D
CZ6997,7812DA
MU5447,7807D1
6E26,80064B
NL786,7609CB
NH740,85DB54
6E579,800597
UT514,4249C2
AI216,80053D
PG703,884201
SU206,42457D
SC1192,780B05
QV856,708025
AI228,800521
6E997,800627
SC1162,7BB134
RU567,4240B6
NX102,780368
MU231,78009D
MH766,75021F
UK933,800BD1
VJ115,5110D4
SQ406,76CD6B
JD5570,780FCC
MU2003,780DB5
AK5118,750286
CX198,780A37
BC22,86803E
OZ108,71C060
OD1015,75041B
QR778,06A106
TK2718,4BA901
J29684,600843
UK955,800C0B
CI621,8990AE
UK944,800BAF
SQ836,76CF2C
KA2950,78017D
S73355,4240CA
VN675,888062
QR458,06A1C5
MU2298,780B37
JL99,862CEA
GS7939,7811FD
Y87582,780BDE
SC4713,780F66
3U8089,7807B0
E38653,8838EE
HO1268,780E79
E3737,8838ED
EK958,89620F
MK48,060021
QR744,06A107
VN415,88805A
UA183,A47809
SC4807,781172
3K583,76AA6F
UB3,7041C2
9W66,8006FB
IT2239,899025
BR856,8990CC
PX10,89808B
LJ71,71BF34
SV1770,710139
MU5833,781213
FD654,88084E
TK2659,4BA8E4
VJ192,888150
CA1390,780FDF
3U8970,7811E1
NH971,86CF5A
U6627,4242F6
AI153,800741
CZ8323,780C77
NH8516,861B03
PC8530,4B8E41
9W655,80072C
WY254,70C0DF
SL104,883290
CA1745,7810BB
ME427,748026
BK2950,780D58
KN5830,780C86
NX15,780343
SC8830,780E5A
IA132,728661
UO1331,780A8C
XQ1,4BCDD5
KL502,4851B0
MU291,780B7B
5J389,758228
TV9827,7809DD
Z2940,758321
RJ165,740736
WY232,70C0E0
HX622,780A8F
TR374,76D152
MS751,0100F1
OZ316,71BF76
NH955,86226A
7C1103,71C261
G8807,800435
JL711,86781E
KC854,48435A
MU2797,780854
CZ6211,7809FC
CZ8644,780248
MI8225,76B4EA
CA8223,7804FE
KE19,71C008
SG278,800AF7
GF204,89405A
ZH9226,78056B
ZH9344,7802CE
LY612,738063
KN5960,780F19
KE641,71C216
6E598,800C38
MU2296,7805BB
MU2586,78064F
SV597,710118
QR8940,06A0DE
FV5639,424354
DR5308,780C10
X36756,3C4969
BC836,8681A8
CX104,789203
U6819,42430A
9W308,800547
Y97053,73306B
GA863,8A026D
DZ6220,7810D1
CX502,7801DC
KC953,484355
ME425,500058
JL759,86D90E
EY258,8962E5
ZM1026,6010B7
JL745,8621EA
SV1561,7100B2
DL198,A0F541
TG606,88003A
HD110,8470A0
PC3110,4BA74A
KU661,706028
QR403,06A1C0
FU6632,781035
OZ755,71BC18
9C8801,7805E9
EK572,896116
KE484,71C027
MU5709,7812F4
MF8045,781193
JL707,86D930
IT305,899028
JW922,841C28
SC8420,78067B
TK7390,4BA8CF
SU1123,4242DA
CA4119,7808A5
HH7274,735043
QS1350,505E67
QG5603,8A064F
AK169,7500E4
CZ6344,79A059
XQ9184,4BCCB5
UK884,800B71
SU1605,424349
AK5120,75045A
MH759,750236
MU571,780D9D
KE772,71BF18
FD502,880C42
SV643,710115
KE462,71C002
FX5604,A00CA4
QR180,06A0A8
CZ6781,780F79
OD207,7503D7
CZ6440,798043
NH1738,863188
SU1883,424118
ZH9024,780D00
FD430,880847
NS3227,7BB136
RQ34,70000C
G8120,8006F5
3U8833,7807BE
VN553,88809E
VN550,88804E
UL231,77044E
QR36,06A0BF
AA280,AB349F
SQ186,76CE69
3U8978,780510
BR180,899053
QR1399,06A03E
FX5924,A7BF58
VN957,8880A5
JL3117,85155E
CZ8272,7805AE
NH2159,86E0F9
9W422,800C1D
OS607,44082C
HU7431,7811F7
AI451,800414
9C8868,7810D7
SG658,800BCE
G9465,8962D1
CZ3414,780FC4
HU7929,7BE012
9W122,800BD9
CZ6991,780BD5
ES182,894089
9C8979,7809AD
QR124,06A05D
NL704,7609CA
MS652,010108
UA88,A9F502
G8149,800C69
SU6162,42433B
MF8214,780258
LX1336,4B17FB
W51150,7335CF
SC1184,780C92
SU1163,4242DC
QG5710,8A05D5
9W2602,800554
MU5416,79A04F
OV116,70C0F3
MU575,780EBD
BK3026,7800CF
HU7752,7808E2
G8323,8007D0
AA288,AAFBDF
JD5746,780E8F
6E189,800BB6
AK5198,7501FD
CZ6343,780768
VJ279,888096
6E326,800B2B
UA836,AADB37
IX142,8003F2
TO3330,39CEA6
EY311,896326
NH111,869232
HD74,845EBC
8Q30,4BBC59
QR650,06A096
HU7997,780462
3U8618,78080A
F3262,71012A
EK191,89620B
A4304,155BCC
GK121,84B5AC
CZ395,78062D
JW108,840A44
NH1272,861C10
G9172,896382
DP854,42436C
BC178,8681B0
QR266,06A092
CX364,780A57
KE868,71BD40
JD5164,780C0C
FZ305,8963B0
CZ6346,780769
CA183,78096D
JD5596,780B6E
ZE591,71C264
CZ3907,780592
HU7122,7811F8
CI916,8991A3
NH578,868428
ZH9512,780CFC
NH960,86D5D8
PG964,884206
CX935,780237
6E994,800602
TG409,885103
PG909,884202
3U8755,78068B
PK760,760924
MU596,7812A6
AI111,8005EF
FZ335,8962AA
TG665,885176
NR167,742830
W62542,471F85
F3106,710127
YC372,424619
S71175,424410
CA1488,780253
6E839,800C12
KE885,71C272
SC4846,780F69
TK7192,4BCC66
6E786,800625
CX583,780170
K6916,70E048
AI710,8001AC
G9195,896401
MH762,7503AC
GK418,841B28
TK2705,4BA8F2
JI2872,730548
BX183,71BF13
FD354,880859
JT2618,8A03F7
EY256,896325
IF212,72862C
CZ6706,78109B
MF8074,7802EA
KA749,7801C7
3U8921,7809EE
CZ6548,780C35
ST6003,3C5CB5
AK523,7501F1
9C8896,78067F
HO1183,780EE4
KN5815,7BB0B7
CZ8740,78051F
SV373,7100B4
6E187,800BBF
CX405,780190
GF275,894066
HU6121,780DD1
KE629,71BD38
SL760,88328C
FT3053,010199
GK112,84630C
I51322,800B64
CZ3703,78025F
G9427,896372
UA159,AA7426
9W118,800387
FD568,880848
MH705,750282
6E324,800466
MU5121,781103
TK401,4BAA72
MU5380,79A03F
6E753,503C73
CZ3154,7805FE
WZ647,42435D
JH407,841AE0
TK2751,4BA8D6
5J114,75832A
CO378,4C8064
SV323,71011F
LJ73,71BD67
VN486,888022
VN259,8880E0
AI765,8004D6
SG103,8005D5
MU2656,780DD8
G9223,8964D9
SV335,7100B5
FZ158,8963B1
CZ3359,780410
SG172,800BCD
5J977,75816D
QD2668,70E053
QR1141,06A1B9
CI112,8990AD
J29020,600841
HO1130,781055
SQ879,76CE8F
ZH9078,7807FF
NZ90,C8234F
AA262,AAF47D
8Q81,4BBC4D
PC2792,4B8E01
PC2382,4B8530
CA758,7BF013
6E32,8007DF
6E768,800B93
KE733,71C246
MM138,86CF01
FD3209,880456
BC727,86803D
SJ1185,8A0592
MU2277,780F4B
3U8393,780C2B
UT479,424107
MU2679,7803EA
CX784,7801B0
MF8055,781116
KY8279,780FB9
JL735,86E3EC
CZ3111,78036E
MI938,76B4E3
DZ6258,780CD9
SG415,800C2B
CX711,780A19
UO639,780AC6
6W800,424577
CX253,780221
DV714,503C71
3U8571,780467
TR616,76D032
AI636,800401
QR8605,06A1A1
LH579,3C64C6
HV6531,4841D7
TG474,885221
AI965,800050
JD5625,7804D4
KE471,71BD86
EK943,896118
KE689,71BD85
HX671,780A9E
ME252,748018
AK841,7502B7
JL809,861E78
W62326,471F76
AK892,750458
CZ370,781120
KE463,71C208
SQ982,76CE4C
QR8180,06A2C9
CZ3299,78007D
SV633,7103DC
Y87538,781092
8L9998,780AFD
QW9797,780FC8
HD80,846D0C
QR60,06A0E0
TK2603,4BAADA
OZ741,71C258
ZH9617,7804F2
LA192,01807F
AI488,80057C
3U8045,78050F
QR756,06A07A
JL2506,8518AE
9W771,80040D
DL188,A641B6
3U8581,780468
Z92001,683221
KU672,70604F
S7603,424251
RJ263,740825
HD35,840593
SV1549,71008D
LO156,48AE80
HX693,780A06
GF184,89406D
8L9889,780E9A
HO1256,780F6B
DD7914,881043
GK528,8466A0
QR148,06A0B0
CZ3020,78051D
GS7855,781322
FZ4360,8963AD
6E571,80068D
AK137,750450
HU7866,7808E0
TK2714,4BAAA7
FM9174,780587
9W848,8007C0
HU7350,78097C
TK2692,4BA8F6
MU510,780560
HU7280,7800E8
FH8191,4B9903
3K824,76AA75
CI762,899013
FD3171,88084A
SV1116,710138
9C8931,7811B2
VJ631,8880F4
MH359,750209
JH358,840C90
XY264,424156
HU7809,781060
FD3109,880841
WY247,70C0F2
TK2225,4BAA8D
CX703,78012B
S24431,800173
CZ6564,780886
IA102,728001
6E969,800BAD
CZ6283,780431
6E512,800B72
6E463,8005DF
OS873,440050
MU5819,780059
ZH9965,780BEF
MF8037,781194
MU5025,780C4E
6E369,800B13
MU5351,7800F5
QR42,06A2B4
ZH9672,78049D
CZ6423,780BA4
6E162,8008C2
6H882,738285
JL729,861F88
CA1455,780C41
CI129,8991BD
A9929,51408C
UQ2542,78104F
AK535,750288
W51018,7335CB
IA263,728644
SV772,71005D
FD351,880452
9W533,8001D1
HD32,8745FF
CZ3191,780487
CZ6476,7803B1
KN5882,781238
KK1282,4B8688
ZE941,71C052
PS515,50836B
RO156,4A0661
AI672,80047B
QR464,06A02B
6E105,800467
CX470,78018F
TK2666,4BA8EF
SZ262,515313
BL1060,888045
3U8888,780C2F
BL796,88803B
LY28,7380C0
9W265,80015D
CZ6754,79A06F
KE795,71BD66
6E731,80064D
D7193,750334
KE121,71BE14
SU507,400152
DZ6228,780E62
HU7666,7808A2
HU7678,780FFF
MU5352,7802A4
CZ3605,78066E
ZH9407,7812E7
AC6,C0173A
SU2142,424332
KE151,71C244
IT213,899024
VN1231,888093
CA4537,780069
AE986,899045
CZ6507,78074A
HO1697,780EE5
JD5182,7800D3
9W823,800705
UT486,42493D
NH266,86750A
Y87532,780090
S24053,80048A
3U8726,78112A
WY338,70C09A
TG217,880017
MF8114,780313
CA1539,78063A
KE751,71C227
PN6303,78068F
OZ105,71C256
QR244,06A090
CA4104,7809A9
9W808,800C54
PC2530,4B8E0D
S7893,42404D
PO241,A87108
J212,424293
CZ3990,79A01D
Z2614,758233
UT550,4249DF
PG873,8840F9
DD7515,88104B
SV1033,7103DA
6E383,80064F
9W2492,8007F2
KY8331,781243
MU5029,780B7E
HU7856,780841
3U8800,780F33
S7546,424956
KA904,780181
9H8303,7802B5
IT232,899023
NH799,8626CC
EU2257,780EF7
7W7738,50822C
MU2535,7804C3
MU2166,780669
Z2236,75847F
NH178,86EEC2
WY224,70C0E1
CA1378,780022
CZ4137,780268
SU5434,4243E5
CZ3606,78059C
JL698,851C42
3U8735,7805BA
SU6133,424246
WY344,70C0AD
MU5244,7805A4
UL128,773800
FX5601,AC45D5
TK92,4BAA4E
EY292,8963F9
6E411,800603
KC921,484339
IX191,800B9C
NH925,84B750
FD3008,880C41
NH76,868732
LY16,7380A7
JL674,86EF8C
MU2687,78122B
MU5800,780650
KE71,71C082
F3107,710123
CA1697,780E30
PG946,884207
QR740,06A075
9W469,800B1B
MU7383,78069D
NH779,868094
Z2328,758330
CA4181,780C9B
3U8008,781078
8Q78,4BBC55
JL3049,8511A8
CX561,780A15
CA823,780299
UA85,AA6B9D
TG517,885154
QR730,06A1BF
9C8643,780552
MU2059,78064D
GF172,894059
CI135,8991B3
SG815,80070F
JD5122,780EC7
EY17,896461
VN262,8880DF
5J996,75806F
VN1205,88808A
HO1091,781252
SC8728,780D0B
CZ3964,79A00B
9H8426,7BB12E
QR1,06A063
7G87,841EFE
MH2638,750201
BC726,868041
NZ80,C81883
FR1693,4CA980
JD5713,7800D2
BC508,8681B1
EK566,89631A
MF8098,781209
I51562,800C45
MF831,780E4B
AK102,75043C
FV5702,4243BF
6E211,800719
CA1304,780DFB
SV1032,710080
PC2501,4B8E03
AC85,C058C0
G9197,896366
OQ2331,7805EB
CI173,8991AB
HU7852,78027D
NH1214,85D7C0
MU5724,781019
CA4023,7808CA
OD131,7503C2
TG466,88510A
W51035,7335D4
6E415,8007CC
SL544,8832AB
BX113,71BF31
9W429,800B15
VJ917,8880D9
CA1309,78103E
D7376,75006F
VJ5102,888125
OS675,440828
MU5145,780D9B
OD602,75041C
HU446,780CB4
MU9629,780857
JL2019,850D8C
VN133,8880A3
KE895,71C209
MH780,750281
JD5193,7802DC
EY68,89643E
MU7131,780B2D
SV300,7100B7
5J392,7583A2
HD68,841A6C
BL789,888044
ZH9058,780BF1
CI732,899042
PK782,7608F9
6E55,8007B0
CA1254,7812DD
CZ6383,780749
NH569,861BEC
RJ647,740828
KE653,71BE27
3U8874,780DDD
CZ6839,780803
CI522,8991B4
FM9318,780957
NH823,8622AE
FV5615,42431F
CA8367,7BB0A3
U6153,424927
AK5213,7503F6
K6956,70E049
AK5740,750451
MU9732,7804F4
AK1792,750147
6E399,800AF5
3U8828,780C2D
S7991,4249E3
FD3397,880449
QR22,06A0AA
BA104,40073C
EY334,89625C
HU7205,780CB3
KU788,706051
JT2620,8A02EF
DD3162,881056
8L801,7810BF
7C2305,71C206
XY406,424178
CZ6218,780BD8
CA1440,7806DE
NH77,867570
0B138,4A09A3
ME405,748016
AI670,800441
CZ3048,7803AB
JL8,86E4B8
QR1126,06A1C4
ZH9627,780471
JL811,861BB0
8L9877,780BFC
PK204,760995
HU7717,78110B
SU2132,4242BD
