TK160,4BA9CD
CA701,780299
EK528,89620C
BC24,8681B4
5J390,7582B3
VN1188,8880A1
NX882,780368
CZ6428,78088A
S71023,4243CC
EY6,896341
UT400,4249C9
MU5434,780F2E
I35660,735027
8L853,781050
TK7041,4BA8DA
PR1818,7580B2
EY160,8963C7
CI836,8991A8
DP193,42436B
KE602,71BE43
OZ625,71BD16
G9735,89638E
3U8618,780958
SU1156,424349
9W588,800707
NX667,780343
EK9,8963F7
KE85,71BE31
CZ8396,780918
SV1326,7100AF
EY16,896327
JD5657,7804D4
AI541,8003C1
TK2671,4BAA08
CA1766,780F1D
JL920,8686B2
MU2361,7803E8
SG163,800BDE
U62932,4248EA
MI354,76B4EB
SV1292,7100AB
NH429,850DAF
TK7142,4BCC52
6E1407,800BBF
QV445,70801B
UX1301,3451CF
FX5032,A7FE1C
SU1624,424298
5J399,7583A5
JL638,85153C
3K513,76AA65
3U8891,7806CA
CZ8628,7BB0E9
RH372,780A7B
ID6899,8A0636
AI162,8005F4
UT874,4249E0
SC8885,780C8E
TK7008,4BA8D0
MM289,86CE9B
QS1200,49D3D4
CI927,8990A2
ZH9156,781284
KE25,71C041
IX539,8003F0
CA472,78068D
W63276,471F82
MI607,76CD8C
FZ934,89637B
9C8936,780D73
OZ745,71C286
ME314,500058
BC558,868038
SU6144,42457A
AQ1034,781027
G8520,8007E5
PR897,758305
DD7818,881052
CZ6331,7806FE
MU5576,780C9F
PR2819,7583A9
QZ257,8A0442
QR647,06A093
SG635,80070F
JL86,867578
HU7510,78129D
5X105,A38A21
DD3218,88104F
I51562,800B64
EY88,89640A
UH250,4B9696
EK47,89639B
MU5738,780BAD
SQ424,76CD6C
TK7430,4BA8C4
KY8204,780DE7
CZ3105,780509
JL576,86EF8C
E3841,8838ED
AK861,75010B
CZ643,780ADE
6R583,4CA725
MF8030,781116
3U8958,78107B
MM28,86D1EB
MU7392,780DE1
U62814,424926
J9779,70620F
9W721,800C81
BJ4705,02A1B1
CA905,780320
MH2631,750202
9W416,80015D
D7316,750074
Y96033,508385
TK7374,4BCC50
BX721,71C213
TK471,4BA994
OD205,7502C3
PA811,761488
NU22,8414A9
GK514,846A34
EK72,8963E8
FD3394,880442
SV825,710056
EK652,8960E0
FD3075,880454
JQ27,7C6BC2
9U171,504E44
MU5123,7804B2
ZH9029,780E0F
HD37,8745FF
LY2366,738061
GS7918,780D32
ME210,748029
6Q561,778827
6E135,800B93
CZ6094,78008C
QR269,06A02D
MF8416,780F21
OZ232,71BF39
Q2700,05A05D
CZ3654,780290
D85671,4CA54D
OZ743,71BF47
OV4,70C0F4
FZ858,8962BF
FD3115,880448
TK2654,4BAAAB
GA896,8A05AE
QU4434,3C1C72
BR381,8990D7
SU1189,155C12
UA172,A1D63D
CA821,780450
NH867,86CE8E
FM846,7803E6
LH758,3C64C1
EK143,89620E
6J82,86CF4D
CA1938,780868
EY642,89625A
SV1715,71007B
MU2770,780E3F
FZ634,8963BB
D7184,7503A9
UT576,4249DD
D7182,7503E0
MU5357,7808EA
HU7365,78049E
AA26,AB5FC9
MU5130,7808EB
EY72,896397
CA8282,780634
UL143,77044D
SG708,8005D6
FD644,880453
PC2793,4B842F
CZ684,780BD8
NA18,010140
5J188,758329
NL149,7609CB
NL767,7609CC
AI764,800C4A
UA889,A28DC8
SQ345,76CD71
6E3177,800688
SC4723,780741
XJ607,886286
2P2639,75824C
MI978,76B4E3
XG4680,3C0A51
RJ262,740825
AK888,750450
SU1212,424332
JL780,8674CE
MU5260,780FE7
CA864,78044F
D7330,7501E8
JL588,851CA8
MU5819,78066B
TR981,76D248
KC112,484340
FD3027,880854
EY833,896160
VJ943,8880F5
6E306,8005F6
GT1074,7812D2
CI524,899084
JL654,85120E
BL170,888149
HX612,780A1F
ZH9166,780E10
NH79,868754
IX537,800396
MH2606,75020D
TK2736,4BA8CD
OZ705,71BF88
ZH9790,78083B
Z2501,75833E
PC8531,4B8E05
AI10,800B44
QR241,06A02F
SU1142,424297
DE2,3C6468
WY263,70C04A
7C3106,71C296
DF532,780704
CA4591,780C9B
IX183,800395
NH1720,86DDF0
TK7084,4BCC66
LY333,73806B
SN601,44CCD5
CZ6373,78059C
KA906,780195
VJ161,8880AF
VN266,8880E6
CI187,8991B5
PO948,A4F6A5
9C8960,780C06
FZ881,896469
6E119,800C15
QR8158,06A0DE
5J854,75829D
CA177,780B46
QR211,06A088
HU7896,780D10
GF766,89402B
9C8704,78082C
SV1546,7103DC
5J970,75832A
QZ252,8A018C
CZ6349,780591
NH650,868428
G9374,89633B
6E21,8007DE
6E528,8007B2
4G9660,155BDE
CA4312,780CBB
TK2204,4BAA0C
DD7114,881054
XY509,424792
SU1182,424590
PG704,8840F7
JL2909,84C5A8
CZ6976,78130B
EU2282,780EB4
VN542,8880ED
CX797,78020A
PR469,75831E
AK1807,750270
PN6347,781240
EY621,8963F9
NH448,85C970
SU1103,42437C
7C2501,71BF80
VZ314,885963
AI264,800C07
FD766,880858
G9189,89642E
G8241,800BF3
PS372,5081E7
6E143,800649
PC2493,4B906C
TR108,76D24B
AP89,758330
CZ3352,7805FD
HU7067,7804FA
LX252,4B1880
EK923,8960D2
TR611,76D031
MU7651,780E7F
TG584,885046
G8583,800701
EK75,8960F8
AI503,800BE7
CA8922,78130F
DE238,3C6426
HU785,780372
SU1104,424296
HU6190,780DD7
9C8546,7808CD
AI415,800B61
CA179,78029C
MM220,86D251
SV640,7100AC
CA4458,780581
SV835,7103D6
FR2621,4CA8E8
HU7706,7806B4
GF134,89407C
S71211,4240CA
FM9180,780C18
ZH9657,7807AC
SU5652,4000F9
ET3622,04008A
EK953,896217
FD655,880444
JL616,862D50
JL531,8403A1
TK7098,4BA8CA
ZR1007,152C2A
CZ3906,7809FA
HU7036,78025B
KE653,71BE22
MU5822,78092C
8Q44,4BBC81
SQ918,76CE8F
CZ6890,781309
PR419,758306
EK22,8963F2
TG639,885041
JW924,846078
KE694,71C009
MF8688,780EAF
SC4646,7800CC
9W715,800554
I5731,800B43
TG221,887801
KA862,78017C
EY12,896405
U24850,406757
EK347,8963F4
EY411,896399
EK872,896110
SV802,710106
6E804,800B2B
OZ747,71BF92
UB17,7041C3
MU720,780853
CZ3712,7808C1
3U8515,780C2E
MF8002,780A00
AI607,80052E
SQ979,76CE82
SL762,8832B1
EK361,896210
TK7371,4BA8C3
KC995,48435A
NH811,861F5E
EK721,8963DF
6E283,800B3C
9W23,80065F
AK5228,750146
FD3378,88084D
KQ211,04C148
CZ605,7802AF
KA104,780A82
HD111,8470A0
CA1857,7804BF
MH763,750208
JQ12,7C6BC1
AI3248,8001AA
EU2211,780EB5
OZ236,71BF00
BC729,8681BA
CZ3997,79A06E
MU5832,780E82
SU200,424949
EY24,89613C
MU5626,78078F
AC30,C01A7D
S792,424045
BR155,899049
PN6315,780BA7
SG741,800BC9
ET673,040103
HU7266,7811F0
6E907,800601
Z2614,758233
QR141,06A0AB
NH1098,868B50
TG556,88003F
OV132,70C0F3
VN500,88804B
XY556,424178
CA1782,7810B9
EK514,8960CE
RS511,71C255
KE659,71BF20
JL566,851BDC
RU210,4245FB
BK2788,780701
VN1266,88805B
DP174,4245A3
MI653,76B4E9
I51728,800C4C
CZ6601,780BCD
MM140,86CEDF
6W776,424578
7G89,842292
NH558,862338
6E129,800B2C
UT802,424294
SV1118,710107
MF876,780683
CZ8636,780CCE
PC795,4B8E07
EK81,896111
CZ364,780674
CA868,7808CB
CZ6950,7812DB
CX464,78018E
EY270,896386
0B138,4A09A3
3U8894,781078
KE11,71BE13
MU727,780BFF
LD562,7801BE
S734,42404C
EY32,89649D
QR420,06A05D
FM9216,780483
8Y707,75847D
S71176,424046
SQ323,76CDAB
HD38,861AFE
DP805,4243CA
LH2528,3C6650
NX830,7811D8
MH775,75021E
AI42,8005ED
VJ877,8880D8
PC2703,4B8E12
KY8366,780FBB
2L6816,4B19F1
TW121,71C300
SV1037,710104
VN612,88804E
KE53,71BE32
HX313,780AB0
FM9186,7812FE
TW127,71C024
EK175,896218
8L9603,780C73
MH518,750223
6E83,800756
G9956,896364
S71123,424286
I51334,800B0A
AI343,8005EC
I36618,735024
7C2205,71C261
PA470,7609B7
DZ6210,7810D1
MU5126,780D92
G9175,896411
TO3301,3964F4
SC8793,7809A8
SC8446,780C90
PC3050,4BA74A
HD39,841A6C
CA979,780970
5J827,758272
ER503,7609C4
UT390,424263
IR427,7324A2
QF20,7C1475
AQ1052,781026
SV333,710081
TK871,4BA93A
KE719,71BD30
CI62,899018
IG2027,4CA682
MH767,75021D
G9186,896372
UO1845,780AC4
CX401,78023D
CI109,8991BC
SG253,8006FC
HU7387,7807B4
CZ3756,78074B
CA4222,7808A6
HA822,A48E9E
JL558,86EF8A
KL451,484F72
JL815,851492
DD7915,88104B
UK997,800C64
NH947,8621E2
UL893,7705C3
CA636,780632
9C8848,780CE0
CZ6634,780BCB
BR278,899076
9W404,80040C
BC768,8681B1
Z92010,68323E
NH82,86835A
CI117,8991AA
NH478,8464B0
CA4111,798037
MH433,75020B
EK8,8960E7
JL332,86222E
EK91,896187
BC522,86803E
PR2998,75807F
ZH9976,7807AF
TK2416,4BAA42
TG602,8850B0
PK896,7608F9
NS3270,7809F5
MU7364,781235
6E316,800467
KA215,780A93
J28851,60084F
TR652,76D245
9W538,800C54
SU508,424333
TR588,76D249
FD3212,88044F
UK879,800B24
NX8,78041C
Q9954,706258
TK7209,4BA8CB
EY170,896343
CA1460,780254
CA4593,780E22
CA9504,780CBA
9W362,80043D
HU7822,780C47
MU5268,780F49
GY7169,78131B
EK630,89617D
CZ3418,780709
AI931,800583
MU5803,7805BC
FD480,88084F
CI784,8991AD
SG626,800BCC
JL922,862CC8
KA894,780125
TK7267,4BCC6C
IY608,890021
3U8063,7805BA
BR836,89904E
VN680,88809E
NX9622,780344
FZ51,896332
SG924,4BD155
CZ3836,780098
3U8286,7810D3
ZH9217,781283
NH272,86D594
SL746,8832B7
XQ7646,4BCDD0
5J547,7580C5
9W2073,800C76
QR257,06A097
CZ359,780C75
U67030,424928
EY76,8961A5
SQ391,76CEC3
HU7052,780DBD
UT775,424560
Z92111,68321F
RS102,71C280
AI963,800050
BL800,88814D
G8506,800C69
EK61,896120
MU2342,781229
KE661,71BD25
BK2956,78127B
BK2951,780F4F
FU6556,7812AA
MM320,86CE79
FZ344,89648D
KE9017,71C222
DV466,503C5F
CA1836,780639
ZH9019,780BF0
BL1046,888145
XG4878,505D58
MU2572,78064F
KN5807,7805BD
6E3326,800686
9W451,80040B
EY58,89613E
ZH9223,780666
S71146,4249E4
NH618,845D88
CA1324,780631
S73290,42455B
EK9283,89631D
CA4315,7810BC
JD5554,780598
CA4374,78027C
5J978,7583A1
HU7576,7805D3
AK5122,7500E4
OZ325,71C267
9W577,800C4D
IX474,800B9A
CZ3218,780771
W51175,7335C6
MF8479,780050
OD182,7502D8
SV1336,710089
S71215,4242C9
3K571,76AA6D
SL814,883291
U6874,42430B
MU2450,780C04
CA1412,780275
QR10,06A14A
SV559,710122
ZH9744,78046B
NH184,86EF28
KA835,780A7D
9W309,800B1B
3U8794,781079
FM9404,7811CE
CZ6189,780DAF
AI442,80047B
PN6318,781038
SQ305,76CEEB
PG235,884205
NH939,840C1C
9W17,800B1E
HA450,A4470E
SV1389,7100B1
UO1371,789205
QR8221,06A2C8
MF8080,780478
TR387,76D24C
DL278,A1775F
PC3190,4BA749
6S322,4247B5
AE980,8990F6
CZ3190,7804A9
UK736,800BD1
EK187,89611C
TR420,76D036
ZH9652,7810E7
OS857,44006D
IX419,80044A
HY640,507C3F
FV5647,42431E
TK2462,4BAAC7
MU5782,780650
G8244,800B0B
SV797,7100B6
MU2952,780720
DZ6312,780D8E
VN269,8880F6
KA824,780A41
SV366,71040D
AI495,80052C
XQ190,4BCDE3
EY654,8961A6
I51427,800C29
EY42,8961E6
E5338,0101CD
HY28,507C40
NH81,869278
NH9410,869188
DK622,45D067
NS3302,7808D4
3U8853,7810D4
MH2636,750210
MU5650,780C4F
KC911,48449F
MF8344,781208
CZ6544,7800B2
SU1855,4243F0
IT607,899029
GK120,847884
CI5133,899111
6E439,800465
NZ98,C820CE
HU7948,780DBC
LH1784,3C660B
MI636,76B4F0
MU737,780B34
EU2215,780355
LH686,3C666B
OS863,440665
DP181,4243E9
6E694,800B3A
BR715,8990E6
CZ6455,780BD6
GF70,894075
VJ280,8880DC
BR771,899085
QR294,06A08F
MF8216,780794
AZ852,30061F
NH390,861FA4
FR7090,4CA569
KA903,7801AD
FD353,880459
BR18,899038
EK149,8960EC
GX8808,7811EA
A3904,4692CF
6E174,8006E0
9C8687,780F2C
BR872,8990CB
S53342,503C75
EY473,896408
XT852,8A04E0
UL184,773645
CZ6292,780889
BL526,888144
FZ822,896330
PC1960,4B8E10
C8874,4D010D
DD8723,881059
EK508,89617F
FZ60,896377
8M332,704457
AF192,3949F4
EY220,8961EB
ME436,748025
I5588,800C83
MU9636,780F97
EY90,896346
9W235,800721
6E267,800B58
MH2597,7503AB
VN272,888129
TK53,4BA9EB
6E508,800B72
GA982,8A0537
CZ3155,7809FC
TV6028,780DF4
OD523,7503D8
9W845,80071F
9C8913,7805E9
HO1206,7804E6
TK7092,4BCDD9
FD553,88084A
U27934,406F01
HU7268,780BE1
CI74,8990F4
S24432,800606
PA213,761487
MF8141,7802E6
AK524,750413
KZ203,846A5B
3K722,76AA76
HO1325,7808E3
SC8405,780893
AK5012,750436
VN956,8880A3
PR512,758302
9W75,80071E
QR103,06A107
6E882,800469
6E998,800716
MU5220,79A078
FD3010,880441
QR70,06A1BB
FZ573,89646B
SU2035,424118
6E5097,8007CD
JW135,840A44
6E452,8005DC
LH764,3C6707
SC8811,780ED3
AK827,750307
CA4106,781008
FZ708,8962BA
AK822,750140
KA233,780A7C
CX840,780A18
LH8404,3C70C5
SG832,800BDC
TW105,71C067
9W658,8007C0
JL528,861EBC
CZ3630,78010A
SC8732,780ED2
9W353,8000FE
7R813,424A02
KY8219,781245
U28454,40701B
MU5320,780938
MU759,780933
ZH9772,78050C
CX468,780173
OZ212,71C078
IA117,728675
NL716,7609A3
AK187,750441
MU2605,780FF9
PR509,758307
PC2593,4BB84A
PO718,A5823E
3S570,3C4588
MU2071,780CAA
CA1639,7810F8
MF8538,780B64
5J5057,75806F
QR921,06A07D
TK7479,4BCC46
HU7988,7800E8
CA1883,7808C6
CZ367,780BD4
DE30,503DB6
9W535,8001CD
MU2170,780C50
AF218,3949F1
U25831,40666C
PC2089,4B8510
CI6880,899101
AT276,020026
6E893,800AF5
OK894,49D095
7G54,841B6A
TG341,8850AF
3U8914,780CED
AK5134,7502B8
BC26,868042
HO1222,78009C
AK5173,750458
KC311,484355
GF16,89406E
WZ308,42426F
TG117,88003D
KY8327,780FB8
AC42,C0103A
VN135,888091
FD3111,880C45
PR737,7583ED
VN7230,8880A5
9W11,80043E
U62698,424615
7G92,84BD16
MF8432,780F0C
6E394,800C6C
TK589,4BAB2A
ZE513,71C057
BC730,86803D
BK2898,780700
AK5648,750410
TG491,8852E2
J4743,45AA99
G9531,896496
CA4375,78103E
QR8623,06A1A1
K4911,A6D1F8
6J42,86CE81
CA8224,780CBC
6E1706,800AF1
LO760,48AD08
WE267,88530D
CZ8615,78051E
AI819,800589
VJ375,888041
UT810,424905
EY514,896465
XY206,424187
SQ868,76CE2D
I5799,800B40
SC4993,78040C
EY674,8961A4
JL378,850E58
Y87480,78053B
SL548,883297
JD5143,780DF1
9W2054,80046D
CA4353,780C43
FM9528,780C62
G9304,8964D9
VJ154,8880EF
SV3675,4BBC6B
AF226,3965AF
SU6195,424964
MI474,76CD8A
TK2719,4BA8F3
CA4384,780703
CZ8520,7BF004
CZ6270,7805AD
SG658,800BCE
7C2251,71C297
QU4439,5083C5
EK85,8960F1
MI395,76CD87
FM856,78045B
SV327,7100A9
TV6032,7809D1
QR817,06A101
SQ921,76CE4F
MF8208,7808D0
CZ6419,78091A
AI16,800B30
QF98,7C5323
3U8968,780C2C
CX173,780A0D
EY2,8964BD
U62468,424363
BK2964,780E02
9C8519,780EDE
SU1232,424599
MS920,0100EF
OZ601,71BE35
KA897,780239
3U8549,780E4F
FD505,880849
MU2061,79A035
JD5670,780D7D
8L9590,780BFC
MU2829,780F40
FD3246,880C46
MS735,010104
7C2405,71BF79
EK207,896190
EY96,89627B
SQ335,76CEF0
EK51,8960F0
AK5117,750466
TG211,885178
BR195,89904A
5Y8133,ABBE4A
9H8361,7811D3
3U8912,79A01F
PG164,884201
FM867,780DF8
SU1861,4242E0
VJ307,8880F3
QR37,06A106
ZE593,71C292
PC2823,4B8533
PC8320,4B86D0
SU2131,43BE87
MU5179,78084F
DD8324,881058
U6167,42459D
SG938,80070E
6E1205,800623
W51151,7335D8
JT2618,8A02EF
ZH9780,780E69
PX55,898008
DD4238,881055
MF8021,780F0E
FD3118,880446
FZ912,8962B6
G9871,896337
VJ7763,8880C8
9C8996,78061F
EK12,896198
HU7610,781060
HA458,A43FA0
AK893,750463
IT324,89902B
QR77,06A13C
UQ2554,780ECB
MS671,0100A3
CZ6069,780B0E
LY354,73806D
TG317,88002D
6E755,800B92
U67709,4245AE
ZM561,6010B7
HU7570,7808E0
AK1530,750287
CA1974,780783
FD3167,880455
5J119,75836B
JL530,851580
CZ6260,780670
6E286,800B13
ZH9640,7BB12C
Z2231,758321
QR933,06A19E
SQ502,76CE4D
SC4912,781172
UA874,AA9600
XQ9185,4BCCB0
JL674,85151A
EK202,8960EF
ZH9660,7808AD
CZ6470,7806FC
QR8940,06A141
XY382,424189
FZ902,89632E
HY608,507C3E
KA209,780126
NX138,780EC3
MU547,780D9D
BR806,899055
FX5601,A76535
LY355,738063
OS676,44082B
MU2680,78078A
I51524,800B09
9W206,8006FB
HU7524,7800A7
N4183,424371
ZF5601,4243BC
BR88,8990D9
NH690,86E518
MF8005,780E49
BX711,71BF23
JL729,861BB0
GM3023,4B1937
MU5748,780724
WE284,885305
JL770,861F88
7C2803,71C032
EY475,89613B
TK7313,4BA8D9
MU5771,781019
6E3988,800C0F
GJ8772,780E57
TK7324,4BCC45
EK131,89619A
FD596,880443
G91684,89642D
6E589,8005DE
Y97089,508388
PC431,4B9066
GF2,894078
KE467,71C273
SC4716,780891
KY8206,781244
NX615,780EB3
AK9953,750470
TK7391,4BCC67
HU7690,780DCF
G8285,8006F5
EK517,8960C9
MU9937,79A05E
QU4831,5082CB
VJ190,88813E
TG349,8850B3
ZH9922,78031B
LJ37,71BD62
PS776,508302
ZH9516,780250
SV871,710053
S24166,80048A
LJ651,71C014
ME323,748020
6E192,8004B4
YC891,4242A0
CA4388,78103D
JL784,861B8E
SQ852,76CE62
OQ2355,780B8A
LX294,4B187E
FD3234,88044A
PO765,A62EE6
CZ3161,7805CC
MU2948,7808EE
3U8762,780CEF
WE166,88530A
MM67,86CEBD
CX702,7801CC
6E404,800624
CA903,78029A
6E613,800689
J2809,600803
VJ5268,888136
MU5504,780D97
SG54,800C2B
MU2056,7802A4
QR971,06A04A
HX709,780AC2
IR739,7324A5
9S98,AA7D2B
SU2425,424344
PR663,758339
PC2451,4B8E0A
5J753,758322
LY2372,738069
SV982,710102
6E39,8007DD
6E676,800BF5
SV256,7100B5
9W461,8001CA
MU5838,780791
SJ1185,8A0545
SZ216,48435F
SV446,71004C
EK9873,89616B
9C8505,780551
OZ709,71BD28
MU2067,78078D
8L836,781051
TG250,8850AE
CA9602,7806F8
FD3011,880C47
AI24,800579
CZ8357,781098
CX913,7801CB
JD5666,780D46
MI442,76CC47
CZ6887,780FD3
3U8893,780F34
PN6334,780EF2
UL309,770451
FZ521,8964D1
TG218,88516F
OS608,440825
G9196,89638D
AI467,800588
6E191,800B96
TK2693,4BA906
OZ204,71BE34
CZ6713,780D3E
HX283,780A24
CA4120,7804BC
CA1920,798030
SQ871,76CEC2
OZ357,71C278
FM9252,780F85
QR957,06A0BF
CZ6209,7807DC
TK7029,4BA8E6
Y97137,742835
TK2715,4BAAA9
CZ8574,780488
KC136,48433E
G8217,8007B6
6E902,800602
CA811,7808AB
J9777,70620D
8Q79,4BBC4D
QR849,06A061
CX111,7801C8
TW206,71C294
6E724,800C6B
SC8786,780DE8
KN5987,780C86
MH194,75021F
QR1133,06A1B8
PK212,760982
PS7023,5082EF
CZ6158,79A070
CZ6492,798040
Z259,758042
MF8489,780F0D
CX926,7801CA
LJ75,71C012
FD2101,880844
TG684,885045
JD5563,780084
3U8706,780623
G9401,8962D0
PC3231,4B8E19
TK7363,4BCC4E
JW309,841500
MT2760,406D73
FM9522,780D93
LX1337,4B17FA
SQ25,76CD72
CZ6594,78046C
MU5168,7803ED
CA1307,7808AC
RA202,70AFB7
MF8454,7812BF
VN586,8880F0
AK5215,750090
9W233,800BD7
CA1408,7812CF
WY3334,70C09E
AC45,C038A3
MU2813,780740
HU7686,780C48
MT756,406D39
MH386,750203
3U8094,780E4D
G9111,8963BF
HU7858,780840
TK7190,4BA8C8
GF18,894070
AK118,75015A
SU1126,424944
SL118,88328F
MU2189,780502
CI123,8991A1
GA142,8A01DD
MI468,76B4EA
GF564,89405D
SQ528,76CE64
9W212,800B95
6E864,800626
U62632,4245A6
VJ399,8880F4
TR617,76D035
FZ304,89648C
CZ6160,7802DF
MU7132,780B2B
ZH9632,780839
FD658,880450
ME216,748028
VN1204,888063
EK5,896181
R3492,155BCE
MF8611,780313
ZO4052,736838
PK731,7609B3
9C8968,780E42
PC3533,4B9063
KC904,4844BA
VN1268,88809C
MH78,750204
BY2336,400FF3
5J151,758225
ZA411,70E03B
MU506,7809B8
MU2353,7807D6
BX391,71C099
A357,4692CB
LS1525,4070E2
DP822,4243F1
XY552,4241A1
AK1727,750148
F3111,710128
AI88,800BE6
TG401,880018
PG264,88420E
7C2107,71C260
SC1172,780578
CA1924,780350
CZ6884,78130A
3U8890,7811E2
I36619,735023
SV550,710108
SC4771,7BB134
EK95,8960DE
SU6628,400155
SC4078,780575
SV1543,710092
KU673,706025
CZ3508,780FD6
KA891,7801B1
HU7026,780B1A
F3108,710129
3U8970,780DDF
FD398,880848
CV648,4D0102
VN274,888082
MU5013,780D94
EK803,8963E5
MH2585,750216
FZ596,8962B7
MF8332,780E46
SV895,71004B
CI920,899125
HU7280,7806E1
CI133,8991B6
6E5449,800B14
SL545,8832AA
FZ728,8963B1
OD640,7502DA
CZ6530,7800AE
9W799,8007C5
JD5532,780EC8
RU319,424970
KC991,484339
VN462,888027
ZE541,71C023
CZ6404,7805F8
MU5496,78069D
SU2061,4000FA
ZO4035,7368E2
KU542,706050
SV526,71040C
U6522,4242B2
5X195,A4080C
KN2308,780FFB
6E6913,800B78
CX902,780AAB
W5111,7335A2
CZ6526,79A053
FX6053,AD2F18
A4303,155BCC
EK125,89621B
FZ894,8963B4
MT710,406F0A
S24121,800607
MH781,750201
LN192,018085
BX7435,71BF45
MF8429,7802EA
6E6927,80054C
CA1329,781161
CX382,78022B
CA1358,78009B
VN279,8880E7
NH967,86D9B0
9W119,800387
9W823,800705
HO1049,781055
WY694,70C0E1
5J759,7582E6
DP196,4343C9
QR281,06A09E
FX17,AC34A0
FM9106,780F94
3K537,76AA62
TK7010,4BCC2B
CZ8479,78007D
CX764,780A62
ZH9916,7808B3
CX234,780220
FM9532,780F96
MF813,78110E
9W493,8007F2
SU6353,4CAAAD
CX135,780ABB
SV450,7100B9
ZE503,71C036
UK858,800B26
MU5840,780BAC
IT506,899026
PR508,758340
BX731,71BF30
KA727,780A81
MH196,75029E
KE617,71BF07
MU5619,78108C
NR633,742830
LJ23,71BD55
QR841,06A1C0
AK2138,7502B9
SC4755,780ED1
JT2639,8A0682
N4196,424372
5J395,7583E8
QF26,7C4779
QR163,06A0BC
QR963,06A0DC
DF500,7806DD
GF44,894059
SM632,0100F6
ZH9264,7805E1
PR892,75839F
PG962,884203
VN674,8880AB
PC2405,4BB845
NS3288,781036
CX292,780AA5
SQ327,76CDB1
MH3,750291
XY410,42416E
XY684,4241DA
UW9948,798006
7C4703,71C087
CZ6302,78066F
PC2132,4BA747
SU521,424300
AI48,800414
UL265,77058C
CZ3288,7802F5
LH688,3C6484
SV534,71040B
SU1174,424315
FZ612,8962BD
MH7485,750237
XY42,4241EB
CA4166,7810BA
AK5121,750076
FD316,880C44
UK813,800C0C
BR261,899053
IR484,7324A7
QR947,06A0FD
VJ404,5110D4
VJ8312,888127
U6820,4242CF
QR261,06A096
MF8418,780F59
EY440,8960C6
CA4555,780C98
IV14,730C32
VJ5271,88813C
EK584,896303
GJ8754,780E16
RU367,424379
HU7276,7811EE
SL724,8832AF
VJ5307,88803F
FU6626,780B96
CV734,4D0115
KC875,484490
6E5533,800C72
BI384,895051
OZ178,71C265
8L9980,780DC0
TK7170,4BA8CE
9C8593,780EDD
CZ3202,780672
RS541,71C281
XQ9207,4BCCAB
CZ3626,78062C
BC958,8681AE
FU6664,7812AB
UO754,780A8C
6E772,800AF0
G9386,896413
TV9812,78085E
NX122,780345
3U8146,780C29
CZ3071,780451
NH182,86EF06
NH988,86DA5C
6E6635,800717
6E847,800C01
EK641,8963DC
TG679,887802
FX5071,ACB89B
HY425,507C3D
MS913,01015C
EK730,8960D5
CZ3866,780BD1
TK7072,4BCC2A
NX620,78041B
CZ6660,780E09
XQ120,4BCEB5
5J654,7583D1
9W231,8007DB
SV1115,710126
G8640,800BFD
SQ185,76CE83
VJ5321,88803E
SV501,7100AE
JD5146,780FCC
7C2287,71C050
CI2151,8991B1
SG85,8007EF
UA199,A31A50
6E826,800BB6
LH1446,3C6488
SV765,71005B
PG227,88420B
JD5674,78085A
FZ260,8963AF
IA242,728676
XG4834,3C0A44
TK2013,4BAB21
U6280,424362
AZ896,4CA8DC
U22559,406018
6E747,503C72
VN276,8880DF
YM611,516091
IZ627,738481
CX611,780A49
MU5175,780582
SL8990,883295
NH116,86E866
LY382,738052
WW698,4CC500
AK5741,750464
HO1244,78042E
SC4079,781119
AK5199,750111
QR15,06A072
JW107,841FBC
UL229,770592
EK724,8963D8
MU2024,780FF7
BA235,40601F
HU7919,780DD0
G8557,800BB8
6E153,800BCB
9C8891,78121E
LH762,3C6704
MU5201,7800F5
MU2306,79A036
PG279,884208
CZ3419,79802E
AF1620,392AEF
AI667,80058A
5J501,758109
XY530,42417F
CZ3982,781124
9C8950,78082D
MM989,86D57F
PK305,760995
CZ6940,780B0D
BX341,71BF44
EY346,89625B
UL884,773800
VN277,88812A
6E291,800BDF
NP106,0101B4
9W252,8001CC
S7158,4243CB
IB3316,344304
6E956,800C74
CZ6306,780D52
9C8682,781165
N4133,424548
TG482,885221
QR219,06A090
TG625,88001D
CV984,4D010C
DR5326,780D4C
T5388,60183C
WY816,70C0DC
FZ712,896376
CZ6639,780293
IX885,8003B3
LH768,3C1298
AI967,800B62
TK2809,4BAA07
CA1366,7812E1
CA1466,780C40
ZH9752,780472
ES161,89407D
SU2073,42428D
6E459,8007CE
6E206,8005DD
KY8298,780966
AK238,750147
SC4724,78047C
MS620,0100E0
HU7672,7808BC
HO1212,7806A5
6E314,80054D
9C8986,780713
TK7206,4BAA13
LJ59,71BD57
KC227,4844A5
SL522,883293
SU234,42423E
HU7878,F80DD6
EK357,8963DD
VN838,8880D5
ZH9645,7811AC
IX434,800449
ZH9694,780C68
TW151,71C095
SU2411,424255
MU5128,781335
XY702,4241EA
OD16,750404
ZE595,71C029
9C8759,780F2B
QF130,7C5320
SG255,800B81
SM444,010094
TK303,4BAA4B
CZ3215,780D0C
MU5710,7812F5
TK7193,4BA8D2
SV727,710048
HX626,780AA7
RU392,4243C1
HU7476,780C58
9W123,800BDB
QR171,06A0B2
SV210,71007F
TK5270,4BA9AC
Y71021,42411D
MF8612,780258
QR833,06A148
TR518,76D24E
KC401,484356
QR459,06A1DF
